fight_id,fight_title,winning_fighter_name,losing_fighter_name,weight_class,method_of_victory,specific_victory_details,ending_round,ending_time,fight_url,unique_round_id,unique_fight_id,unique_event_id,round_number,fighter_name,knockdowns,total_strikes_landed,total_strikes_attempted,takedowns,takedowns_attempted,submission_attempts,guard_passes,reversals,control_time,unique_round_id,unique_fight_id,unique_event_id,round_number,fighter_name,significant_strikes_head_landed,significant_strikes_head_attempted,significant_strikes_body_landed,significant_strikes_body_attempted,significant_strikes_leg_landed,significant_strikes_leg_attempted,significant_strikes_standing_landed,significant_strikes_standing_attempted,significant_strikes_clinch_landed,significant_strikes_clinch_attempted,significant_strikes_ground_landed,significant_strikes_ground_attempted
1039,"UFC Fight Night: Weidman vs. Gastelum","Darren Elkins","Dennis Bermudez",Featherweight,S-DEC,NULL,3,5:00,8028d5de087755dc,2669,1039,95,2,"Dennis Bermudez",0,27,54,1,3,0,0,0,1:29,2669,1039,95,2,"Dennis Bermudez",12,38,5,5,2,2,10,28,9,16,0,1
1039,"UFC Fight Night: Weidman vs. Gastelum","Darren Elkins","Dennis Bermudez",Featherweight,S-DEC,NULL,3,5:00,8028d5de087755dc,2670,1039,95,2,"Darren Elkins",0,36,64,1,4,1,1,0,1:20,2670,1039,95,2,"Darren Elkins",16,40,10,12,1,1,10,31,15,20,2,2
1039,"UFC Fight Night: Weidman vs. Gastelum","Darren Elkins","Dennis Bermudez",Featherweight,S-DEC,NULL,3,5:00,8028d5de087755dc,2671,1039,95,3,"Dennis Bermudez",0,55,95,0,1,0,0,0,0:48,2671,1039,95,3,"Dennis Bermudez",21,59,8,10,5,5,27,64,7,10,0,0
1039,"UFC Fight Night: Weidman vs. Gastelum","Darren Elkins","Dennis Bermudez",Featherweight,S-DEC,NULL,3,5:00,8028d5de087755dc,2672,1039,95,3,"Darren Elkins",0,33,70,0,1,0,0,0,0:27,2672,1039,95,3,"Darren Elkins",18,51,10,14,0,0,16,50,12,15,0,0
3084,"The Ultimate Fighter: Team Bisping vs Team Miller ","Diego Brandao","Dennis Bermudez",Featherweight,SUB,Armbar,1,4:51,6e85d8d17c3eed58,2673,3084,285,1,"Diego Brandao",1,23,43,1,1,1,1,0,0:26,2673,3084,285,1,"Diego Brandao",10,27,7,8,2,4,15,33,2,4,2,2
3084,"The Ultimate Fighter: Team Bisping vs Team Miller ","Diego Brandao","Dennis Bermudez",Featherweight,SUB,Armbar,1,4:51,6e85d8d17c3eed58,2674,3084,285,1,"Dennis Bermudez",1,31,84,1,1,0,0,0,1:01,2674,3084,285,1,"Dennis Bermudez",22,75,3,3,0,0,11,43,4,8,10,27
2062,"UFC Fight Night: Bermudez vs. The Korean Zombie","Chan Sung Jung","Dennis Bermudez",Featherweight,KO/TKO,Punch,1,2:29,8c220d4c96895a98,2675,2062,195,1,"Dennis Bermudez",0,24,38,0,3,0,0,0,0:20,2675,2062,195,1,"Dennis Bermudez",11,24,6,7,3,3,14,26,6,8,0,0
2062,"UFC Fight Night: Bermudez vs. The Korean Zombie","Chan Sung Jung","Dennis Bermudez",Featherweight,KO/TKO,Punch,1,2:29,8c220d4c96895a98,2676,2062,195,1,"Chan Sung Jung",1,19,37,0,1,0,0,0,0:05,2676,2062,195,1,"Chan Sung Jung",16,32,1,2,0,1,12,30,2,2,3,3
2040,"The Ultimate Fighter: Team McGregor vs. Team Faber","Frankie Edgar","Chad Mendes",Featherweight,KO/TKO,Punch,1,2:28,18292c8eb20ae045,2677,2040,193,1,"Frankie Edgar",1,13,32,0,1,0,0,0,0:01,2677,2040,193,1,"Frankie Edgar",9,25,2,4,2,3,11,30,0,0,2,2
2040,"The Ultimate Fighter: Team McGregor vs. Team Faber","Frankie Edgar","Chad Mendes",Featherweight,KO/TKO,Punch,1,2:28,18292c8eb20ae045,2678,2040,193,1,"Chad Mendes",0,5,17,0,0,0,0,0,0:00,2678,2040,193,1,"Chad Mendes",1,13,0,0,4,4,5,17,0,0,0,0
2590,"UFC Fight Night: Te Huna vs Marquardt","Charles Oliveira","Hatsu Hioki",Featherweight,SUB,"Anaconda Choke",2,4:32,a4759c52378f9d1a,2679,2590,242,1,"Hatsu Hioki",0,19,27,1,2,0,1,0,2:51,2679,2590,242,1,"Hatsu Hioki",4,8,3,5,0,0,3,5,2,3,2,5
2590,"UFC Fight Night: Te Huna vs Marquardt","Charles Oliveira","Hatsu Hioki",Featherweight,SUB,"Anaconda Choke",2,4:32,a4759c52378f9d1a,2680,2590,242,1,"Charles Oliveira",0,15,21,2,3,1,0,0,1:48,2680,2590,242,1,"Charles Oliveira",2,7,6,6,2,2,0,2,9,12,1,1
2590,"UFC Fight Night: Te Huna vs Marquardt","Charles Oliveira","Hatsu Hioki",Featherweight,SUB,"Anaconda Choke",2,4:32,a4759c52378f9d1a,2681,2590,242,2,"Hatsu Hioki",0,12,24,2,2,0,5,0,3:06,2681,2590,242,2,"Hatsu Hioki",3,13,1,1,0,0,3,12,0,0,1,2
2590,"UFC Fight Night: Te Huna vs Marquardt","Charles Oliveira","Hatsu Hioki",Featherweight,SUB,"Anaconda Choke",2,4:32,a4759c52378f9d1a,2682,2590,242,2,"Charles Oliveira",0,18,31,1,2,1,0,0,0:35,2682,2590,242,2,"Charles Oliveira",8,16,4,5,2,2,3,12,5,5,6,6
1029,"UFC 211: Miocic vs. Dos Santos","Frankie Edgar","Yair Rodriguez",Featherweight,KO/TKO,NULL,2,5:00,39f746cee66e8771,2731,1029,94,1,"Frankie Edgar",0,51,70,1,2,0,0,0,4:04,2731,1029,94,1,"Frankie Edgar",39,56,1,1,0,0,2,11,0,0,38,46
1029,"UFC 211: Miocic vs. Dos Santos","Frankie Edgar","Yair Rodriguez",Featherweight,KO/TKO,NULL,2,5:00,39f746cee66e8771,2732,1029,94,1,"Yair Rodriguez",0,16,33,0,0,0,0,0,0:00,2732,1029,94,1,"Yair Rodriguez",8,24,1,1,1,1,3,13,2,4,5,9
1029,"UFC 211: Miocic vs. Dos Santos","Frankie Edgar","Yair Rodriguez",Featherweight,KO/TKO,NULL,2,5:00,39f746cee66e8771,2733,1029,94,2,"Frankie Edgar",0,45,60,0,1,0,1,0,4:22,2733,1029,94,2,"Frankie Edgar",28,42,4,4,0,0,1,5,0,0,31,41
1029,"UFC 211: Miocic vs. Dos Santos","Frankie Edgar","Yair Rodriguez",Featherweight,KO/TKO,NULL,2,5:00,39f746cee66e8771,2734,1029,94,2,"Yair Rodriguez",0,13,24,0,0,1,0,0,0:00,2734,1029,94,2,"Yair Rodriguez",6,15,0,0,0,1,0,5,0,0,6,11
2888,"UFC 212: Aldo vs. Holloway","Max Holloway","Jose Aldo",Featherweight,KO/TKO,Punches,3,4:13,9ed0c3acc436eb56,2735,2888,268,1,"Jose Aldo",0,19,35,0,0,0,0,0,0:00,2735,2888,268,1,"Jose Aldo",13,27,5,7,1,1,18,34,1,1,0,0
2888,"UFC 212: Aldo vs. Holloway","Max Holloway","Jose Aldo",Featherweight,KO/TKO,Punches,3,4:13,9ed0c3acc436eb56,2736,2888,268,1,"Max Holloway",0,12,32,0,0,0,0,0,0:00,2736,2888,268,1,"Max Holloway",7,25,5,7,0,0,12,31,0,1,0,0
2888,"UFC 212: Aldo vs. Holloway","Max Holloway","Jose Aldo",Featherweight,KO/TKO,Punches,3,4:13,9ed0c3acc436eb56,2737,2888,268,2,"Jose Aldo",0,29,55,0,0,0,0,0,0:00,2737,2888,268,2,"Jose Aldo",23,47,6,8,0,0,29,55,0,0,0,0
2888,"UFC 212: Aldo vs. Holloway","Max Holloway","Jose Aldo",Featherweight,KO/TKO,Punches,3,4:13,9ed0c3acc436eb56,2738,2888,268,2,"Max Holloway",0,28,78,0,0,0,0,0,0:00,2738,2888,268,2,"Max Holloway",21,68,7,10,0,0,28,78,0,0,0,0
2888,"UFC 212: Aldo vs. Holloway","Max Holloway","Jose Aldo",Featherweight,KO/TKO,Punches,3,4:13,9ed0c3acc436eb56,2739,2888,268,3,"Jose Aldo",0,8,25,0,0,0,0,0,0:00,2739,2888,268,3,"Jose Aldo",5,19,2,4,0,0,6,22,1,1,0,0
2888,"UFC 212: Aldo vs. Holloway","Max Holloway","Jose Aldo",Featherweight,KO/TKO,Punches,3,4:13,9ed0c3acc436eb56,2740,2888,268,3,"Max Holloway",1,88,124,0,0,0,3,0,2:04,2740,2888,268,3,"Max Holloway",59,92,4,4,1,1,21,40,2,2,41,55
2250,"UFC Fight Night: Emmett vs. Stephens","Jeremy Stephens","Josh Emmett",Featherweight,KO/TKO,Punch,2,1:35,519dcb290e6db845,2747,2250,212,1,"Josh Emmett",1,18,34,0,0,0,0,0,0:21,2747,2250,212,1,"Josh Emmett",8,23,5,6,2,2,10,23,0,0,5,8
2250,"UFC Fight Night: Emmett vs. Stephens","Jeremy Stephens","Josh Emmett",Featherweight,KO/TKO,Punch,2,1:35,519dcb290e6db845,2748,2250,212,1,"Jeremy Stephens",0,11,33,0,0,0,0,0,0:00,2748,2250,212,1,"Jeremy Stephens",8,25,3,7,0,1,11,33,0,0,0,0
2250,"UFC Fight Night: Emmett vs. Stephens","Jeremy Stephens","Josh Emmett",Featherweight,KO/TKO,Punch,2,1:35,519dcb290e6db845,2749,2250,212,2,"Josh Emmett",0,3,9,0,0,0,0,0,0:00,2749,2250,212,2,"Josh Emmett",1,7,0,0,2,2,3,9,0,0,0,0
2250,"UFC Fight Night: Emmett vs. Stephens","Jeremy Stephens","Josh Emmett",Featherweight,KO/TKO,Punch,2,1:35,519dcb290e6db845,2750,2250,212,2,"Jeremy Stephens",1,13,24,0,0,0,0,0,0:09,2750,2250,212,2,"Jeremy Stephens",10,21,1,1,2,2,8,16,0,0,5,8
80,"UFC Fight Night: Edgar vs. The Korean Zombie","Charles Jourdain","Dooho Choi",Featherweight,KO/TKO,Punches,2,4:32,997ab1ea9fab5643,2757,80,8,1,"Dooho Choi",1,31,59,0,0,0,0,0,1:08,2757,80,8,1,"Dooho Choi",20,48,6,6,3,3,23,43,3,8,3,6
80,"UFC Fight Night: Edgar vs. The Korean Zombie","Charles Jourdain","Dooho Choi",Featherweight,KO/TKO,Punches,2,4:32,997ab1ea9fab5643,2758,80,8,1,"Charles Jourdain",1,39,67,0,0,0,0,0,0:19,2758,80,8,1,"Charles Jourdain",13,32,12,16,3,8,19,45,4,4,5,7
80,"UFC Fight Night: Edgar vs. The Korean Zombie","Charles Jourdain","Dooho Choi",Featherweight,KO/TKO,Punches,2,4:32,997ab1ea9fab5643,2759,80,8,2,"Dooho Choi",0,13,37,0,0,0,0,0,0:00,2759,80,8,2,"Dooho Choi",10,32,3,5,0,0,13,37,0,0,0,0
80,"UFC Fight Night: Edgar vs. The Korean Zombie","Charles Jourdain","Dooho Choi",Featherweight,KO/TKO,Punches,2,4:32,997ab1ea9fab5643,2760,80,8,2,"Charles Jourdain",1,36,73,0,0,0,0,0,0:02,2760,80,8,2,"Charles Jourdain",25,52,11,21,0,0,33,70,0,0,3,3
735,"UFC 214: Cormier vs. Jones 2","Brian Ortega","Renato Moicano",Featherweight,SUB,"Guillotine Choke",3,2:59,4924d7a980f4cde2,2761,735,66,1,"Brian Ortega",0,21,75,0,0,0,0,0,0:00,2761,735,66,1,"Brian Ortega",15,67,4,6,2,2,21,75,0,0,0,0
735,"UFC 214: Cormier vs. Jones 2","Brian Ortega","Renato Moicano",Featherweight,SUB,"Guillotine Choke",3,2:59,4924d7a980f4cde2,2762,735,66,1,"Renato Moicano",0,41,89,0,0,0,0,0,0:00,2762,735,66,1,"Renato Moicano",35,83,2,2,4,4,41,89,0,0,0,0
735,"UFC 214: Cormier vs. Jones 2","Brian Ortega","Renato Moicano",Featherweight,SUB,"Guillotine Choke",3,2:59,4924d7a980f4cde2,2763,735,66,2,"Brian Ortega",0,26,82,0,0,0,0,0,0:00,2763,735,66,2,"Brian Ortega",19,72,7,9,0,1,25,81,1,1,0,0
735,"UFC 214: Cormier vs. Jones 2","Brian Ortega","Renato Moicano",Featherweight,SUB,"Guillotine Choke",3,2:59,4924d7a980f4cde2,2764,735,66,2,"Renato Moicano",0,44,107,1,1,0,0,0,0:12,2764,735,66,2,"Renato Moicano",36,97,4,6,2,2,42,105,0,0,0,0
735,"UFC 214: Cormier vs. Jones 2","Brian Ortega","Renato Moicano",Featherweight,SUB,"Guillotine Choke",3,2:59,4924d7a980f4cde2,2765,735,66,3,"Brian Ortega",0,18,63,0,2,1,0,0,0:00,2765,735,66,3,"Brian Ortega",15,59,3,4,0,0,18,61,0,2,0,0
735,"UFC 214: Cormier vs. Jones 2","Brian Ortega","Renato Moicano",Featherweight,SUB,"Guillotine Choke",3,2:59,4924d7a980f4cde2,2766,735,66,3,"Renato Moicano",0,26,58,1,1,0,0,0,0:08,2766,735,66,3,"Renato Moicano",20,49,2,5,4,4,26,58,0,0,0,0
776,"UFC Fight Night: Assuncao vs. Moraes 2","Jose Aldo","Renato Moicano",Featherweight,KO/TKO,Punches,2,0:44,300f1489174a3ece,2767,776,70,1,"Jose Aldo",0,10,27,0,0,0,0,0,0:00,2767,776,70,1,"Jose Aldo",6,19,2,3,2,5,10,27,0,0,0,0
776,"UFC Fight Night: Assuncao vs. Moraes 2","Jose Aldo","Renato Moicano",Featherweight,KO/TKO,Punches,2,0:44,300f1489174a3ece,2768,776,70,1,"Renato Moicano",0,20,45,0,0,0,0,0,0:00,2768,776,70,1,"Renato Moicano",15,34,1,4,4,7,20,45,0,0,0,0
776,"UFC Fight Night: Assuncao vs. Moraes 2","Jose Aldo","Renato Moicano",Featherweight,KO/TKO,Punches,2,0:44,300f1489174a3ece,2769,776,70,2,"Jose Aldo",0,16,23,0,0,0,0,0,0:00,2769,776,70,2,"Jose Aldo",12,17,4,6,0,0,9,16,7,7,0,0
776,"UFC Fight Night: Assuncao vs. Moraes 2","Jose Aldo","Renato Moicano",Featherweight,KO/TKO,Punches,2,0:44,300f1489174a3ece,2770,776,70,2,"Renato Moicano",0,4,8,0,0,0,0,0,0:00,2770,776,70,2,"Renato Moicano",2,6,0,0,2,2,4,8,0,0,0,0
944,"UFC Fight Night: Almeida vs Garbrandt","Jeremy Stephens","Renan Barao",Featherweight,U-DEC,NULL,3,5:00,b2c3f1783a0c8530,2771,944,87,1,"Renan Barao",0,19,48,0,3,0,0,0,1:02,2771,944,87,1,"Renan Barao",8,31,3,7,4,6,11,38,4,6,0,0
944,"UFC Fight Night: Almeida vs Garbrandt","Jeremy Stephens","Renan Barao",Featherweight,U-DEC,NULL,3,5:00,b2c3f1783a0c8530,2772,944,87,1,"Jeremy Stephens",0,12,35,0,1,0,0,0,0:41,2772,944,87,1,"Jeremy Stephens",2,19,2,3,4,9,7,30,1,1,0,0
944,"UFC Fight Night: Almeida vs Garbrandt","Jeremy Stephens","Renan Barao",Featherweight,U-DEC,NULL,3,5:00,b2c3f1783a0c8530,2773,944,87,2,"Renan Barao",0,12,42,1,4,0,0,0,0:33,2773,944,87,2,"Renan Barao",8,35,1,2,2,3,10,38,1,2,0,0
944,"UFC Fight Night: Almeida vs Garbrandt","Jeremy Stephens","Renan Barao",Featherweight,U-DEC,NULL,3,5:00,b2c3f1783a0c8530,2774,944,87,2,"Jeremy Stephens",0,35,61,0,0,0,0,0,0:49,2774,944,87,2,"Jeremy Stephens",20,44,3,5,4,4,25,50,2,3,0,0
944,"UFC Fight Night: Almeida vs Garbrandt","Jeremy Stephens","Renan Barao",Featherweight,U-DEC,NULL,3,5:00,b2c3f1783a0c8530,2775,944,87,3,"Renan Barao",0,20,56,1,2,0,0,0,0:54,2775,944,87,3,"Renan Barao",12,44,3,7,2,2,17,53,0,0,0,0
944,"UFC Fight Night: Almeida vs Garbrandt","Jeremy Stephens","Renan Barao",Featherweight,U-DEC,NULL,3,5:00,b2c3f1783a0c8530,2776,944,87,3,"Jeremy Stephens",0,26,62,0,0,0,0,0,0:53,2776,944,87,3,"Jeremy Stephens",16,50,2,3,2,3,18,54,2,2,0,0
2374,"UFC Fight Night: Blachowicz vs. Jacare","Douglas Silva de Andrade","Renan Barao",Featherweight,U-DEC,NULL,3,5:00,80ce8f7d988d5e57,2777,2374,222,1,"Douglas Silva de Andrade",0,36,59,0,0,0,0,0,0:28,2777,2374,222,1,"Douglas Silva de Andrade",10,30,7,8,4,5,17,39,4,4,0,0
2374,"UFC Fight Night: Blachowicz vs. Jacare","Douglas Silva de Andrade","Renan Barao",Featherweight,U-DEC,NULL,3,5:00,80ce8f7d988d5e57,2778,2374,222,1,"Renan Barao",0,42,68,1,1,0,1,0,1:03,2778,2374,222,1,"Renan Barao",4,24,7,9,6,10,11,37,6,6,0,0
2374,"UFC Fight Night: Blachowicz vs. Jacare","Douglas Silva de Andrade","Renan Barao",Featherweight,U-DEC,NULL,3,5:00,80ce8f7d988d5e57,2779,2374,222,2,"Douglas Silva de Andrade",0,24,48,0,0,0,0,0,0:00,2779,2374,222,2,"Douglas Silva de Andrade",10,29,2,7,2,2,12,35,0,0,2,3
2374,"UFC Fight Night: Blachowicz vs. Jacare","Douglas Silva de Andrade","Renan Barao",Featherweight,U-DEC,NULL,3,5:00,80ce8f7d988d5e57,2780,2374,222,2,"Renan Barao",0,74,103,1,2,0,0,0,2:15,2780,2374,222,2,"Renan Barao",11,35,4,8,2,3,14,42,1,1,2,3
2374,"UFC Fight Night: Blachowicz vs. Jacare","Douglas Silva de Andrade","Renan Barao",Featherweight,U-DEC,NULL,3,5:00,80ce8f7d988d5e57,2781,2374,222,3,"Douglas Silva de Andrade",0,40,83,0,0,0,0,0,0:00,2781,2374,222,3,"Douglas Silva de Andrade",31,68,6,12,2,2,39,82,0,0,0,0
2374,"UFC Fight Night: Blachowicz vs. Jacare","Douglas Silva de Andrade","Renan Barao",Featherweight,U-DEC,NULL,3,5:00,80ce8f7d988d5e57,2782,2374,222,3,"Renan Barao",0,24,70,0,6,0,0,0,0:02,2782,2374,222,3,"Renan Barao",16,56,3,8,5,5,24,68,0,1,0,0
918,"UFC Fight Night: Edgar vs Swanson","Frankie Edgar","Cub Swanson",Featherweight,SUB,"Neck Crank",5,4:56,8f9cfe0e283a6ccb,2815,918,85,1,"Frankie Edgar",0,30,77,2,5,0,0,0,0:29,2815,918,85,1,"Frankie Edgar",7,49,6,9,0,2,13,58,0,2,0,0
918,"UFC Fight Night: Edgar vs Swanson","Frankie Edgar","Cub Swanson",Featherweight,SUB,"Neck Crank",5,4:56,8f9cfe0e283a6ccb,2816,918,85,1,"Cub Swanson",0,16,47,0,0,0,0,0,0:00,2816,918,85,1,"Cub Swanson",12,42,1,1,2,3,15,46,0,0,0,0
918,"UFC Fight Night: Edgar vs Swanson","Frankie Edgar","Cub Swanson",Featherweight,SUB,"Neck Crank",5,4:56,8f9cfe0e283a6ccb,2817,918,85,2,"Frankie Edgar",0,42,71,1,3,0,2,0,3:29,2817,918,85,2,"Frankie Edgar",12,29,0,0,0,1,3,15,0,0,9,15
918,"UFC Fight Night: Edgar vs Swanson","Frankie Edgar","Cub Swanson",Featherweight,SUB,"Neck Crank",5,4:56,8f9cfe0e283a6ccb,2818,918,85,2,"Cub Swanson",0,24,34,0,0,0,0,0,0:00,2818,918,85,2,"Cub Swanson",4,13,1,1,1,1,5,13,0,1,1,1
918,"UFC Fight Night: Edgar vs Swanson","Frankie Edgar","Cub Swanson",Featherweight,SUB,"Neck Crank",5,4:56,8f9cfe0e283a6ccb,2819,918,85,3,"Frankie Edgar",0,54,75,1,1,0,3,0,4:20,2819,918,85,3,"Frankie Edgar",10,24,4,4,0,0,1,7,0,0,13,21
918,"UFC Fight Night: Edgar vs Swanson","Frankie Edgar","Cub Swanson",Featherweight,SUB,"Neck Crank",5,4:56,8f9cfe0e283a6ccb,2820,918,85,3,"Cub Swanson",0,9,10,0,0,0,0,0,0:00,2820,918,85,3,"Cub Swanson",2,2,0,0,0,0,2,2,0,0,0,0
918,"UFC Fight Night: Edgar vs Swanson","Frankie Edgar","Cub Swanson",Featherweight,SUB,"Neck Crank",5,4:56,8f9cfe0e283a6ccb,2821,918,85,4,"Frankie Edgar",0,72,102,2,2,0,6,0,3:53,2821,918,85,4,"Frankie Edgar",20,37,0,0,1,1,2,12,0,1,19,25
918,"UFC Fight Night: Edgar vs Swanson","Frankie Edgar","Cub Swanson",Featherweight,SUB,"Neck Crank",5,4:56,8f9cfe0e283a6ccb,2822,918,85,4,"Cub Swanson",0,7,16,0,0,0,0,0,0:00,2822,918,85,4,"Cub Swanson",4,13,1,1,0,0,3,12,0,0,2,2
918,"UFC Fight Night: Edgar vs Swanson","Frankie Edgar","Cub Swanson",Featherweight,SUB,"Neck Crank",5,4:56,8f9cfe0e283a6ccb,2823,918,85,5,"Frankie Edgar",0,61,80,1,2,2,5,0,3:57,2823,918,85,5,"Frankie Edgar",28,41,5,5,0,0,5,11,0,0,28,35
918,"UFC Fight Night: Edgar vs Swanson","Frankie Edgar","Cub Swanson",Featherweight,SUB,"Neck Crank",5,4:56,8f9cfe0e283a6ccb,2824,918,85,5,"Cub Swanson",0,6,12,0,0,0,0,0,0:00,2824,918,85,5,"Cub Swanson",3,9,0,0,0,0,3,8,0,0,0,1
581,"UFC Fight Night: Swanson vs. Ortega","Brian Ortega","Cub Swanson",Featherweight,SUB,"Guillotine Choke",2,3:22,1d166488129030d0,2825,581,54,1,"Cub Swanson",0,30,52,0,0,0,0,0,0:00,2825,581,54,1,"Cub Swanson",9,28,9,11,12,13,29,51,1,1,0,0
581,"UFC Fight Night: Swanson vs. Ortega","Brian Ortega","Cub Swanson",Featherweight,SUB,"Guillotine Choke",2,3:22,1d166488129030d0,2826,581,54,1,"Brian Ortega",0,16,40,0,0,1,0,0,0:00,2826,581,54,1,"Brian Ortega",8,31,5,6,3,3,14,38,2,2,0,0
581,"UFC Fight Night: Swanson vs. Ortega","Brian Ortega","Cub Swanson",Featherweight,SUB,"Guillotine Choke",2,3:22,1d166488129030d0,2827,581,54,2,"Cub Swanson",0,30,45,0,0,0,0,0,0:14,2827,581,54,2,"Cub Swanson",15,29,11,11,4,5,27,41,3,4,0,0
581,"UFC Fight Night: Swanson vs. Ortega","Brian Ortega","Cub Swanson",Featherweight,SUB,"Guillotine Choke",2,3:22,1d166488129030d0,2828,581,54,2,"Brian Ortega",0,8,30,0,1,1,0,0,0:30,2828,581,54,2,"Brian Ortega",4,25,4,5,0,0,6,28,2,2,0,0
559,"UFC 227: Dillashaw vs. Garbrandt 2","Renato Moicano","Cub Swanson",Featherweight,SUB,"Rear Naked Choke",1,4:15,520f6379fefd8fda,2829,559,52,1,"Cub Swanson",0,20,38,0,0,0,0,0,0:00,2829,559,52,1,"Cub Swanson",5,19,3,5,12,14,20,38,0,0,0,0
559,"UFC 227: Dillashaw vs. Garbrandt 2","Renato Moicano","Cub Swanson",Featherweight,SUB,"Rear Naked Choke",1,4:15,520f6379fefd8fda,2830,559,52,1,"Renato Moicano",1,23,53,1,2,1,4,0,1:21,2830,559,52,1,"Renato Moicano",14,42,2,3,1,2,8,33,2,2,7,12
264,"UFC Fight Night: Iaquinta vs. Cowboy","Shane Burgos","Cub Swanson",Featherweight,S-DEC,NULL,3,5:00,feaf740e3ae53b7c,2831,264,26,1,"Cub Swanson",0,37,73,0,0,0,0,0,0:00,2831,264,26,1,"Cub Swanson",18,42,5,11,14,20,37,73,0,0,0,0
264,"UFC Fight Night: Iaquinta vs. Cowboy","Shane Burgos","Cub Swanson",Featherweight,S-DEC,NULL,3,5:00,feaf740e3ae53b7c,2832,264,26,1,"Shane Burgos",0,41,81,0,0,0,0,0,0:00,2832,264,26,1,"Shane Burgos",24,60,5,9,12,12,40,80,1,1,0,0
264,"UFC Fight Night: Iaquinta vs. Cowboy","Shane Burgos","Cub Swanson",Featherweight,S-DEC,NULL,3,5:00,feaf740e3ae53b7c,2833,264,26,2,"Cub Swanson",0,43,96,0,0,0,0,0,0:00,2833,264,26,2,"Cub Swanson",26,73,5,9,12,14,41,94,2,2,0,0
264,"UFC Fight Night: Iaquinta vs. Cowboy","Shane Burgos","Cub Swanson",Featherweight,S-DEC,NULL,3,5:00,feaf740e3ae53b7c,2834,264,26,2,"Shane Burgos",0,48,95,0,0,0,0,0,0:00,2834,264,26,2,"Shane Burgos",31,75,5,7,12,13,48,95,0,0,0,0
264,"UFC Fight Night: Iaquinta vs. Cowboy","Shane Burgos","Cub Swanson",Featherweight,S-DEC,NULL,3,5:00,feaf740e3ae53b7c,2835,264,26,3,"Cub Swanson",0,52,91,0,2,0,0,0,1:37,2835,264,26,3,"Cub Swanson",22,52,4,6,23,29,35,72,9,10,5,5
264,"UFC Fight Night: Iaquinta vs. Cowboy","Shane Burgos","Cub Swanson",Featherweight,S-DEC,NULL,3,5:00,feaf740e3ae53b7c,2836,264,26,3,"Shane Burgos",0,58,106,0,0,0,0,0,0:00,2836,264,26,3,"Shane Burgos",27,73,8,9,10,10,40,85,5,7,0,0
2461,"UFC Fight Night: Magny vs. Ponzinibbio","Ricardo Lamas","Darren Elkins",Featherweight,KO/TKO,Elbows,3,4:09,f9ab603b763998f7,2837,2461,231,1,"Ricardo Lamas",0,17,33,1,1,0,0,0,0:26,2837,2461,231,1,"Ricardo Lamas",6,21,3,4,5,5,12,26,2,4,0,0
2461,"UFC Fight Night: Magny vs. Ponzinibbio","Ricardo Lamas","Darren Elkins",Featherweight,KO/TKO,Elbows,3,4:09,f9ab603b763998f7,2838,2461,231,1,"Darren Elkins",0,28,62,2,4,0,2,0,1:42,2838,2461,231,1,"Darren Elkins",14,43,5,9,1,1,14,45,6,8,0,0
2461,"UFC Fight Night: Magny vs. Ponzinibbio","Ricardo Lamas","Darren Elkins",Featherweight,KO/TKO,Elbows,3,4:09,f9ab603b763998f7,2839,2461,231,2,"Ricardo Lamas",0,29,54,1,1,0,0,1,0:34,2839,2461,231,2,"Ricardo Lamas",15,37,5,5,8,11,20,45,3,3,5,5
2461,"UFC Fight Night: Magny vs. Ponzinibbio","Ricardo Lamas","Darren Elkins",Featherweight,KO/TKO,Elbows,3,4:09,f9ab603b763998f7,2840,2461,231,2,"Darren Elkins",0,24,65,1,1,0,0,0,0:46,2840,2461,231,2,"Darren Elkins",17,52,4,9,0,0,18,56,3,5,0,0
2461,"UFC Fight Night: Magny vs. Ponzinibbio","Ricardo Lamas","Darren Elkins",Featherweight,KO/TKO,Elbows,3,4:09,f9ab603b763998f7,2841,2461,231,3,"Ricardo Lamas",0,34,47,1,3,0,1,0,1:32,2841,2461,231,3,"Ricardo Lamas",18,30,6,6,4,4,11,22,5,5,12,13
2461,"UFC Fight Night: Magny vs. Ponzinibbio","Ricardo Lamas","Darren Elkins",Featherweight,KO/TKO,Elbows,3,4:09,f9ab603b763998f7,2842,2461,231,3,"Darren Elkins",0,29,69,0,1,0,0,0,0:11,2842,2461,231,3,"Darren Elkins",19,56,1,3,1,1,16,50,4,8,1,2
1325,"UFC Fight Night: De Randamie vs. Ladd","Ryan Hall","Darren Elkins",Featherweight,U-DEC,NULL,3,5:00,37a8c442fb38db75,2843,1325,123,1,"Darren Elkins",0,9,38,0,0,0,0,0,0:55,2843,1325,123,1,"Darren Elkins",2,20,1,2,6,16,2,17,1,1,6,20
1325,"UFC Fight Night: De Randamie vs. Ladd","Ryan Hall","Darren Elkins",Featherweight,U-DEC,NULL,3,5:00,37a8c442fb38db75,2844,1325,123,1,"Ryan Hall",1,14,29,0,0,1,0,1,0:04,2844,1325,123,1,"Ryan Hall",6,13,4,8,2,3,11,23,0,0,1,1
1325,"UFC Fight Night: De Randamie vs. Ladd","Ryan Hall","Darren Elkins",Featherweight,U-DEC,NULL,3,5:00,37a8c442fb38db75,2845,1325,123,2,"Darren Elkins",0,13,46,0,0,0,0,0,0:30,2845,1325,123,2,"Darren Elkins",5,34,5,7,1,3,7,32,0,0,4,12
